Unnamed: 0,D,S,variance,lengthscale,variance_m,variancve_p,D_95_l,S_95_l,variance_95_l,lengthscale_95_l,variance_m_95_l,variancve_p_95_l,D_95_u,S_95_u,variance_95_u,lengthscale_95_u,variance_m_95_u,variancve_p_95_u,gene_id,tr_id
0,0.0009641726673807806,11.050006564450662,0.09940122726047793,82.4638263433125,1214.7153576081253,0.029821993300985176,2.456695898442319e-05,2.4156005524791877,0.027678082880161558,,7.808231597405191e-06,0.017574221239835097,0.03784061890255143,50.547531523407656,0.35698296098286364,,188971520836.9819,0.05060544489039046,FBgn0000071,FBtr0081619
1,0.0022686397577006807,2.3030740098239173,0.0886780250360233,83.05527717721363,29.91127512329657,0.02963282057548498,,1.3340452762274242,0.029089431905237276,,1.8091612789646707,0.017256572481780717,,3.9759894129876447,0.27033158123908824,,494.52991831305474,0.05088519497055268,FBgn0000071,FBtr0081620
2,0.09987777815798674,0.2586677679687122,17.71586350378349,24.67711665961409,10.195033713448137,0.6710734017707272,0.03739792734581498,0.10237919942745564,0.092850478029529,,1.6801601755581808,0.36323067250223706,0.2667412682401591,0.6535410958485397,3380.185286551506,,61.862383081311684,1.23981685649458,FBgn0000117,FBtr0332583
3,0.10835465759229676,0.30216873048882564,1.9415412208495133,30.582725135479105,0.7547145406881894,0.12628175203085384,0.0512604973644596,0.06339409685024193,0.3814324990822431,,0.4207933070310245,0.0740254735654776,0.2290405365844941,1.4402909138515494,9.882698305277431,,1.3536195286589705,0.21542693518706665,FBgn0000163,FBtr0343764
4,0.007403276721684786,0.11662805355614735,126.5905243557227,34.364903351650646,113.05470970957458,1.731023205691935,,0.10602109003823414,7.68664025584635e-05,0.0006320313526726189,0.3791446039682125,0.7794937282795801,,0.12829619909954035,208480692.7769036,1868493.671041031,33711.062359172516,3.844086526850482,FBgn0000180,FBtr0079929
5,0.007403860897906209,0.11663048652388275,126.58952936586414,34.364806728412965,113.05447636510107,1.7310122827583032,,0.10602327393022026,7.687438253742758e-05,0.0006319446327737753,0.3790875982452629,0.7794811907178218,,0.12829890912206945,208455774.42223987,1868739.5702653788,33715.992518219784,3.84409984325694,FBgn0000180,FBtr0329984
6,0.02462950102814319,0.325200181606479,2.409800497716481,27.47415511530973,18.464422194227073,0.07771007357689542,,0.26780456268178143,0.4694048759545157,0.0002572481718911472,1.3702216985880695,0.044087599659541024,,0.3948967749386347,12.371278476786209,2934245.144488338,248.8173171669796,0.13697401496022768,FBgn0000395,FBtr0071610
7,0.03130012610011992,0.4303838878924578,0.487994615789654,38.92328886443825,2.476539575516541,0.02694736023302857,,0.3564369695907616,0.17015283057949634,8.170963159838478e-09,1.0682938374599404,0.015931423579010822,,0.5196719385480619,1.3995579399334896,185415401634.78732,5.741162266443979,0.04558037264700588,FBgn0000439,FBtr0081621
8,0.04935743468184231,0.6948164930141885,1.0823818176184872,28.052769588352426,35.14485909466395,0.17930767692893387,0.02743200969574815,,0.298518200836496,,0.9106092075039122,0.1049235985297684,0.08880706828963847,,3.9245526598653866,,1356.4118511051588,0.3064252795001987,FBgn0000489,FBtr0075529
9,0.04706575241529674,2.6338878114774342,0.07781104361887027,12.069015350172837,3.2603125231774164,0.0013057619784035525,0.04183028612320696,,0.03647898096853314,,1.2603649099597187,0.0007400106615065259,0.052956488126650714,,0.16597389368635085,,8.433777920020967,0.002304040242843613,FBgn0000490,FBtr0077775
10,0.03507837810065982,0.3261762085072232,3.120044489779418,38.99135739564269,7.003968893214267,0.1621964805635366,,0.2487831766935068,0.289524824209174,0.21601181990910426,2.494774881041148,0.06268641600632538,,0.4276451503279012,33.62294630449327,7038.160931167929,19.66332939693568,0.4196714373420733,FBgn0000542,FBtr0070606
11,0.03798879452122041,0.8994117027631776,3.1117585292133314,38.396966762786995,41.58080035315845,0.12318846354792615,0.029630149845362774,,0.26637270185942674,0.03659398412264954,1.1218579617755846,0.07105976221093031,0.04870540705015584,,36.35147699647527,40288.78221188401,1541.1603045297836,0.21355823716736935,FBgn0000542,FBtr0112802
12,0.009078920391603826,0.264006937368243,7.565153585963457,26.530424159441967,91.4902906649852,0.40458222086725415,,0.21918774583700384,0.3389346487668077,0.056724951636788076,0.3226043062827142,0.221904899718676,,0.31799069200880714,168.85717936318736,12408.356213095869,25946.56401960121,0.7376437998863322,FBgn0000723,FBtr0082051
13,0.08595772432062987,0.2050557947811322,7.65529222735585,26.696496065103336,2.689828317084173,0.3930189430653114,,0.1327617314424612,0.2244257344545416,0.008415029141256277,1.137122608749492,0.22270413238025694,,0.31671686197874965,261.12646675145567,84694.0503937077,6.36270558664249,0.6935834012475107,FBgn0000723,FBtr0082052
15,0.0024536566659692184,0.7649922021694859,0.4370330277246929,45.965914521152655,22.46960563030382,0.06283607388018997,,0.6094261712418958,0.1591250424570454,3.3035942129354685e-06,2.6401088287729264,0.030195129429523,,0.9602690153387502,1.2003004955915133,639565625.0676403,191.2357444052946,0.13076188959190913,FBgn0001123,FBtr0072142
16,0.11850089094255165,1.7208710567656749,8.647321781587907,50.50013976604968,62.81409252098814,0.3405586402161321,0.09946398278925067,,0.17788155839569744,,0.3801642092199017,0.20079755893865656,0.14118136797248906,,420.37058067585116,,10378.69984481618,0.5775975964991324,FBgn0001235,FBtr0100455
17,0.018621719301597246,0.4235880860957244,8.206327187408968,53.22925236018926,53.77911227389789,0.3579700799629094,,0.3490503341564876,0.2439221921378341,8.249280745391892e-12,0.6436853899685284,0.2063778148827376,,0.514042959207704,276.0872445289986,343466708707598.06,4493.177819539948,0.6209125637920987,FBgn0001235,FBtr0344145
19,0.04764179032660558,0.5398305022399724,2.633064864818876,23.763572625612262,12.181804732443618,0.18739806787533148,0.031721575559644666,0.17471209670445567,0.3972307451930733,0.09489605250627817,1.9051973735170868,0.1046368639146213,0.07155193730073584,1.6679839384082489,17.453408796375662,5950.799522407833,77.89028507080025,0.33561819926161,FBgn0001320,FBtr0078283
20,0.14174516189150427,3.2689901091629565,2.624810701286172,24.74768895483855,49.28826627061944,0.2399310201511045,0.12414619236823105,,0.01834815431810037,0.0009274395224649355,0.8367601577566992,0.1427796242796197,0.1618389620847543,,375.49451013663077,660364.4698876772,2903.2610712206592,0.4031870424172755,FBgn0001320,FBtr0344836
21,0.06509526225908781,0.3028561876993368,2.516388781363497,29.77074722012925,3.3760228959040464,0.1836633551120827,,0.208205376293412,0.4318122874834861,,1.2336901299699825,0.10753115514912784,,0.4405355522545081,14.664271218114031,,9.238568354231434,0.3136972532680971,FBgn0001323,FBtr0346815
22,0.0369350470936306,0.7676096938981956,22.453789029657205,41.16598587875969,107.11034683174469,2.8613259299810183,0.027126663409770185,,0.014432338914353006,0.18581003106195065,0.3956660748919033,1.1587123967350597,0.05028991893331666,,34933.5367455204,9120.273989972236,28995.72929407957,7.065762048158832,FBgn0001325,FBtr0072449
23,0.008995226896195852,0.08648357142523258,27.387918880616976,61.81788144873122,29.937746964603363,0.8121610237957969,,0.07374513845628704,0.029428296222723957,0.001894053688585821,1.2522966343132038,0.4456253660972928,,0.10142238909615413,25489.008773536967,2017604.08896468,715.6999937224601,1.4801794932585288,FBgn0002543,FBtr0077941
24,0.008995094594233144,0.08648315622305118,27.38918409963632,61.81764960549774,29.937803344539798,0.8121382786440856,,0.07374482566031025,0.02941951226604772,0.0018940751450215688,1.2523121117680056,0.4456185383508948,,0.10142184544245364,25498.97492724648,2017566.0996304231,715.6938439499619,1.4801192654144304,FBgn0002543,FBtr0329985
25,0.07864156119620869,2.222665264073982,0.7724018208734452,18.349176093772147,93.86444637040363,0.052193001486554716,0.06302175377495359,,0.2338945083159061,,0.3731708124539361,0.029277109867714757,0.09813270461278258,,2.5507421152565875,,23609.923387322648,0.0930457076017434,FBgn0002590,FBtr0345132
26,0.1738304077799688,0.587635135212078,2.5037633375380746,21.556354317836885,1.903621760946094,0.19840327672685848,0.12927493522808206,,0.3822206440520744,,0.8971654399827348,0.11631247955881405,0.23374222246282955,,16.401078664776993,,4.0391388781284805,0.33843195816361066,FBgn0002873,FBtr0308326
27,0.022261121437477164,1.9697260772484655,2.5195637893096654,21.208097156356136,599.8108190875929,0.20709571787552286,0.015435897211224809,,0.4015512275792407,0.011326263295554785,0.00033536138057129865,0.1173642292994648,0.03210422568075548,,15.809195072496069,39711.54239103444,1072792037.2991203,0.3654319260508597,FBgn0002873,FBtr0308329
28,0.14452449107019566,0.9612440964808332,16.71727136667123,40.197266246086286,29.519065172750807,0.6864348359611036,0.11632163363460035,,0.03051232436998998,1.2706211435952537e-32,1.0427138267706253,0.3929496079674524,0.17956529552114225,,9159.156757713034,1.2716774168315388e+35,835.6801130870526,1.1991175826799032,FBgn0002931,FBtr0330637
29,0.0059215717345589254,0.17284083777491827,49.25748863780508,31.186402481081394,65.31701565664173,2.0413645645916385,,0.15296258968068654,0.019346220108956126,0.02450636360606449,0.9011482637281204,0.8392772462692776,,0.19530236291826836,125414.68944521449,39687.312052748464,4734.307001424953,4.965187968688712,FBgn0002945,FBtr0075039
30,0.08372351984219029,3.0423606962589336,3.4606226072995927,52.132457228230855,35.336243757924244,0.4991871581273935,0.06253777607035582,,0.3142188510613823,,0.5744153931621266,0.2989109850338369,0.1120862975184744,,38.11327292968031,,2173.775525139893,0.8336522620976781,FBgn0002985,FBtr0077557
31,0.0633191823809732,0.3908919685862969,258.9442748546494,29.22109834153304,278.2643435587708,11.581963117513284,,0.2707865707568781,7.365728400230284e-09,0.2589038028653011,0.009380078594244964,1.6016290477283617,,0.5642692349114194,9103259560575.69,3298.030306375168,8254839.67092776,83.75339461137739,FBgn0003002,FBtr0078836
32,0.06415860541746594,0.1956147007861522,16.945722249938413,41.960258778547924,8.546257402776044,0.6651459314633723,,0.136627105876126,0.05466071422282905,0.0011753860042564936,1.6241612642158074,0.3752684102649109,,0.2800696898194507,5253.453172994333,1497944.7691113525,44.969989867212774,1.1789404544602171,FBgn0003041,FBtr0076774
33,0.045202937180503236,0.06188315192325315,16.88629348473367,42.071630071552036,2.101090196243006,0.6717740998587682,,0.048651304065935916,0.05987186787810742,0.004529087577053855,0.9877455311553908,0.3767734513719188,,0.07871370697004072,4762.619202612598,390812.0624218336,4.469349517162207,1.1977501057939262,FBgn0003041,FBtr0306647
34,0.05533137579159272,0.4331098949833792,1.543015761816838,12.278666729230634,2.1977471485728763,0.04417155004250108,0.036462749980137016,0.2692839743052177,0.5160270626962447,,1.0148635767803265,0.02456588812082705,0.08396407700072622,0.6966035822090848,4.613900729886127,,4.759351541991257,0.07942419274892834,FBgn0003254,FBtr0086512
35,0.05533137579159272,0.4331098949833792,1.543015761816838,12.278666729230634,2.1977471485728763,0.04417155004250108,0.036462749980137016,0.2692839743052177,0.5160270626962447,,1.0148635767803265,0.02456588812082705,0.08396407700072622,0.6966035822090848,4.613900729886127,,4.759351541991257,0.07942419274892834,FBgn0003254,FBtr0330058
36,0.1832147051837113,1.0941796642488182,1.4467599191658709,28.05622917455352,2.9472442199231144,0.035361186158073,0.15461471804135712,,0.3055702450714611,0.006651524283848464,1.2202612798786092,0.020596305200238044,0.2171049989340304,,6.849862830117303,118341.59538535654,7.118351319591416,0.06071057281144979,FBgn0003261,FBtr0078654
37,0.008156319917388752,0.5052943460139293,0.6956509165475395,36.14786015422147,23.10159607292062,0.044686740541752944,,0.4120080915763839,0.2413517972376535,,1.949319456097568,0.02348427454367776,,0.6197023343322111,2.00508222118983,,273.7795179989573,0.08503157193687022,FBgn0003308,FBtr0082704
38,0.015871750824695868,0.7946735894349273,9.404019876297133,40.86432936912436,735.5793720243886,0.4201592024202132,,0.5809316785721221,0.16882614663400278,0.01850521994199934,4.1261747028802664e-05,0.2414017041955125,,1.0870574579399368,523.8263835133937,90239.04714573533,13113284131.42799,0.7312862846875929,FBgn0003326,FBtr0087855
39,0.012218162906878448,0.5329783212879629,9.427937352552503,40.44072508729983,210.64847510281655,0.4267949922998099,,0.4387709589189684,0.18233237849896847,0.11562206317586705,0.06159596719699938,0.2369020477309048,,0.6474126994703764,487.4943411334788,14144.81112570146,720384.5005181365,0.7688999195950478,FBgn0003326,FBtr0087856
40,0.030847684745538343,0.9491783721713072,6.668797579887623,12.27868255097169,101.09170782005155,0.30507941412739936,0.021080048358683733,0.02492742061625849,0.4345329367416137,0.22367249990030805,0.3671033021027788,0.1648684937446995,0.04514124626133149,36.142511335896074,102.34635260332384,674.0481966032204,27838.304181512056,0.5645314444883714,FBgn0003463,FBtr0074063
41,0.011321671481825085,0.050409844735681116,5.49716509087995,18.6852678044602,7.908378516674332,0.29700410663283017,,0.03965292746710463,0.4810940994845792,0.06552313401438006,1.6598812315611924,0.1617236642259098,,0.0640848635547419,62.81270975629119,5328.487993992668,37.67887097811939,0.5454454657516544,FBgn0003463,FBtr0340346
42,0.09842318902992224,1.1998746610725342,0.5711668663793371,24.554872822546848,4.923858469504376,0.032274735905367787,0.08026836022918976,,0.17386859940844607,0.00480957749553974,1.4847052171341977,0.019071795981859808,0.1206842161863058,,1.8763111358780755,125362.7329823878,16.32942482313552,0.054617749621064166,FBgn0003716,FBtr0079089
43,0.000925369523100875,0.09678311894783614,4.550858324807616,39.13769795311357,4.317977845308878,0.2859093720848513,,0.08242702408218269,0.4669103640991995,5.8213084725802556e-06,2.1570573541769047,,,0.11363957655358023,44.35607578004133,263129742.78619665,8.643688883132588,,FBgn0003731,FBtr0071653
44,0.0817100787768634,2.3662622070598944,5.256660877432282,34.0606807134546,64.96393133794912,0.5752389736967749,0.06638317966401776,,0.08443728352886644,0.1393199234912304,0.9147231787830872,0.3290533215443137,0.10057573330341936,,327.25453052833524,8327.09307895165,4613.759083372425,1.0056117206376731,FBgn0003731,FBtr0071654
45,0.10417000859444736,0.7111168449530033,27.568466155400834,39.81892863799346,40.719305690123704,0.7400082147342634,,0.3641880281967034,0.00867450256537608,0.008191177292499945,0.7522928190724849,0.4130200535870259,,1.3885331972054409,87615.43620899614,193567.66692492226,2204.011275729036,1.325873049306567,FBgn0003866,FBtr0085906
46,0.02906076424011712,0.14961062391279067,85.59444900172292,26.689754553077478,92.05586443064828,3.2403933029104564,,0.12481142127300715,0.0009562460285808511,0.005440952380413051,0.2535936012105841,1.2006600132651493,,0.17933726384394047,7661636.7346189665,130922.48347327796,33416.78234632131,8.745313945279298,FBgn0003892,FBtr0089427
47,0.0552100173015703,0.4328064837650897,2.1521745607744776,41.79609182233429,9.372984420545544,0.09981064240504592,,0.3065310792969533,0.3415562687458248,0.004374274855695024,1.5146137030990037,0.05898454822721624,,0.6111010107644985,13.561031560195707,399360.6595951855,58.00346105943483,0.1688944755316661,FBgn0003896,FBtr0342921
48,0.0004037826501036054,20.101919727594236,0.0004780747859492335,63.2496095765999,315.30061673572004,0.0006024907430985307,6.9452579015777145e-06,2.0752341992590404,4.787670601696968e-05,0.004462745591965274,0.28270428072202264,0.0002193498282110565,0.02347507188864126,194.71883071265947,0.0047738351272411045,896424.1920477926,351655.3716838751,0.001654868382983866,FBgn0003900,FBtr0100130
49,0.2336619899284093,0.3997655307327676,2.503237301538209,22.79904124478192,1.1916142777684209,0.12043993134985286,0.1437943963906845,,0.43068319076667627,0.0021657722598822605,0.6594536518338362,0.06785989562453752,0.3796943894041833,,14.549434763538336,240005.0509971557,2.1532136231756605,0.21376067454946254,FBgn0004102,FBtr0331305
50,0.04991204302296765,0.1870787770684336,4.438045091198977,48.759620273374,3.936521762560041,0.1765142392902543,,0.13887019683207988,0.2923653586810769,0.002353238290879068,1.385211723169893,0.10271604180807296,,0.2520228935207776,67.36859770380914,1010310.1663858668,11.186884523073184,0.3033340861248837,FBgn0004362,FBtr0345487
51,0.060570611652279976,0.2504077421581234,1.7871834841226428,28.444448037443067,1.6086923893541938,0.17013349502778768,,0.17731166659498665,0.4280525650631517,,0.8093124445172936,0.0981316115784712,,0.3536374032057185,7.4617583600965585,,3.197641678560408,0.2949651561283489,FBgn0004368,FBtr0301796
52,0.05641908387468542,3.5364791814550327,0.08200309159857445,19.52246866308421,15.585104899214953,0.010230497943954168,0.04598886013810531,,0.02827136468514464,,1.5999726972269075,0.006107167541563549,0.06921487107312177,,0.2378557634770856,,151.8122747597652,0.017137746339681192,FBgn0004394,FBtr0080393
53,0.0113864701105803,0.276794172855419,1.7257271291193317,41.073096678396986,34.84121837902485,0.08939727091851321,,0.21734825951666212,0.3804367340199677,,1.0991245498668474,0.050958719350649856,,0.3524988619512833,7.828198115122446,,1104.4339772794244,0.15683031578336026,FBgn0004456,FBtr0340190
54,0.0033225212750285144,1.6159589045805218,1.5449863347016688,33.90727479882074,759.182821897548,0.20207489048395336,,1.1741123155544275,0.3855193579761773,0.05757277646104185,9.26474866942119e-05,0.1155468495035142,,2.2240829490490333,6.191602898867657,19969.564696271358,6220984266.595672,0.35340004110505696,FBgn0004512,FBtr0087801
55,0.021236324719825287,2.03800949216432,0.015780133509939058,18.512310622704295,7.655295729651795,0.0006020217789915023,0.013234710592961158,,0.007090263697630837,0.06555286973288547,1.7071052522629144,0.0003370895864151851,0.034075659187116324,,0.03512036000504572,5227.92741168992,34.32919711935802,0.0010751747813819929,FBgn0004595,FBtr0304605
56,0.07015890348807398,0.5504943088076883,6.990119691759948,41.05069717017729,12.705351171741993,0.4372665494396747,0.053427079325331146,,0.17208029102266015,0.020458004339530995,1.7254109189080555,0.2509707785996629,0.09213065360874227,,283.94752830058786,82371.65806546282,93.55797313456543,0.7618497911419249,FBgn0004635,FBtr0072694
57,0.07178004432076589,0.4721172244900478,1.1719276482840923,37.39909753348454,6.928571120110374,0.039234421843988565,0.02764468804965706,0.1718489386643103,0.2927186470335565,,1.5534886344347536,0.02278221595742564,0.18637847363067034,1.2970384070604508,4.6919266221370535,,30.901479870751977,0.0675676088888234,FBgn0004646,FBtr0071037
58,0.013895419909886946,1.4862404527626585,6.697569525841978,22.218397020171906,1485.2473190495505,0.2935622774859257,,0.9421658028166792,0.4062897511629678,,1.94976545602028e-06,0.1499434100553077,,2.344503140343704,110.40750455822912,,1131397415998.19,0.5747422359604598,FBgn0004795,FBtr0340030
60,0.00709977025528798,0.3847079539226388,19.54605420753111,43.36240087914412,162.82128087116726,0.9273294587088208,,0.32644808725426977,0.1059702679583536,5.473699976737559e-15,0.11103119021247453,0.492313718275666,,0.4533652228020748,3605.239870053833,3.435149566097146e+17,238768.66900008253,1.7467315922073898,FBgn0004859,FBtr0089178
61,0.04614594554210258,1.1907225423042889,0.7825384189803121,31.07719039157372,19.391153029298593,0.06805935065002316,0.03559079977699789,,0.20769612758512132,,1.6667156868191133,0.0397746339927318,0.05983142563014125,,2.948376478175966,,225.60345401398067,0.11645802225984656,FBgn0004861,FBtr0070432
62,0.03861121369614786,0.9398279252861516,0.7750884932503367,31.098831205939398,17.56364503669586,0.06762372918994823,0.02554258375386053,,0.22327459676294129,,1.7260747558120413,0.039165446410617366,0.05836628891798274,,2.6906875259388703,,178.7185786341706,0.11676028664684815,FBgn0004861,FBtr0301515
63,0.06699934821632045,1.1289343089547377,1.8450056201462717,25.544901118117682,11.784369337800445,0.42893736274931454,0.048793367235251316,,0.3765588369510681,,1.8887906001044317,0.24610712333802776,0.09199841937058807,,9.039877448988578,,73.52395796654913,0.7475901496342746,FBgn0004956,FBtr0112847
64,0.02695225260295109,0.05007535038292976,4.630258798259742,18.40499077861983,0.6605455107913396,0.11099188770341116,,0.041686057035757784,0.6786136919483937,,0.379141234720649,0.05928079166409414,,0.060152983857941884,31.592785104742827,,1.1508122353087558,0.20781097536233245,FBgn0005636,FBtr0072267
65,0.02695225260295109,0.05007535038292976,4.630258798259742,18.40499077861983,0.6605455107913396,0.11099188770341116,,0.041686057035757784,0.6786136919483937,,0.379141234720649,0.05928079166409414,,0.060152983857941884,31.592785104742827,,1.1508122353087558,0.20781097536233245,FBgn0005636,FBtr0330612
66,0.08406140237985485,0.17703219415274027,36.67809431538541,28.244720264963828,8.712454110573438,1.7115141214390714,,0.12431148919577313,0.005413511907631439,0.11178459716510963,1.716741118101223,0.8122544379058809,,0.2521118359154784,248504.59841269767,7136.6202775480215,44.21566876245364,3.6063583665205945,FBgn0005672,FBtr0081270
67,0.03999121108954737,0.2365852162659275,3.3234380127382463,28.71800476688972,4.2243350437121725,0.08787426699570637,,0.1898176725501866,0.4198018559649985,0.007540845437609195,1.4888109171627892,0.048814505444338775,,0.2948754128296293,26.310603603988,109367.55097483828,11.986079868047824,0.1581883649080016,FBgn0008636,FBtr0071556
68,0.06900222812257313,0.8640725409375074,13.130605799362069,24.073963041082116,89.78809889768023,0.5634165222655595,,0.34651178687602097,0.06345708279957887,0.17210245045198658,0.23527377395896035,0.3176295990022332,,2.1546780925791,2716.998655654952,3367.5040360048383,34266.049156273046,0.9993973438211778,FBgn0010105,FBtr0075579
70,0.003505595093978323,0.7351905551655913,4.3340337690496735,58.99200317144763,134.37433677541526,0.34948983137595546,,0.5747190852607631,0.3715289791695776,,0.4679994342825532,0.18469843997988644,,0.940468424081394,50.55823304348317,,38582.23121896165,0.6613111743038821,FBgn0010228,FBtr0071673
71,0.0022549393333174826,0.6218707948680285,4.3918225700121605,59.29503832110606,46.695161784121474,0.3850264415849327,,0.4976822028786878,0.2983565701052249,0.0004918242212273013,2.9848798362475626,0.15623675089769262,,0.7770486532829849,64.64783222191372,7148695.443928792,730.4944432156485,0.9488507656987184,FBgn0010228,FBtr0071674
72,0.02977144252280455,0.35697744193851216,4.4114985648515,58.62343745182761,15.863228360103413,0.33080683508983355,,0.2702029456720282,0.309926727198615,9.693351620381608e-07,1.560034666124752,0.19373072675107866,,0.4716191888138838,62.79329234879169,3545427374.6164274,161.30539882801943,0.5648725113325009,FBgn0010228,FBtr0342960
